grid_type,grid_id,age0to15,age15to65,age65plus,total,p_age0to15,p_age15to65,p_age65plus,d_age0to15,d_age15to65,d_age65plus,longitude,latitude
hex_10000km2,560,202735.87061521935,1027330.4038527163,346134.4265041004,1576200.700972036,0.12862313187032148,0.6517763906710397,0.21960047745863887,-0.0388410514398182,-0.006952283081507193,0.04579333452132539,10.806999011070031,52.395023896323345
hex_10000km2,56,264415.76479256165,1061600.8417828907,241927.18639520585,1567943.792970658,0.16863854812779622,0.677065623488684,0.15429582838351985,0.0011743648176565369,0.018336949736137198,-0.019511314553793624,-5.635190024220681,36.83474406466017
hex_10000km2,399,246483.22748751708,1048831.7276771152,271510.7287693981,1566825.6839340306,0.15731375226671035,0.6693991159525026,0.17328713178078703,-0.010150431043429331,0.01067044219995572,-5.200111565264454e-4,7.217999693307954,46.50279450283693
hex_10000km2,541,188559.5407929705,996260.8557122303,358749.3492800161,1543569.745785217,0.12215809574386928,0.6454265240897362,0.2324153801663945,-0.0453060875662704,-0.013302149662810625,0.05860823722908101,10.017374455979803,51.56138624630289
hex_10000km2,500,194411.5426943825,1021893.1434216996,325757.70537503395,1542062.391491116,0.12607242337736665,0.6626795057452686,0.2112480708773648,-0.041391759932773026,0.003950831992721726,0.03744092794005133,7.027967837712209,49.84931278735513
hex_10000km2,446,300174.18954261445,974803.400646536,265702.14817838866,1540679.7383675394,0.19483230814774685,0.6327099502713069,0.17245774158094604,0.027368124837607172,-0.026018723481239903,-0.0013494013563674356,-1.463646087985174,47.6138591079789
hex_10000km2,177,241999.93446316445,999869.8826281294,283535.54360427737,1525405.3606955714,0.15864631179269922,0.6554781492128738,0.1858755389944268,-0.008817871517440456,-0.0032505245396730054,0.012068396057113323,2.3447454411010367,41.20717213497364
hex_10000km2,496,287738.03102527285,956255.0337278099,270487.9103552153,1514480.9751082982,0.18999118229576778,0.6314077558217128,0.17860106188251929,0.0225269989856281,-0.02732091793083402,0.004793918945205811,1.08572259991553,49.53665087788679
hex_10000km2,398,263430.9536465579,979838.2900342371,259563.6456219425,1502832.8893027373,0.17528958510402362,0.6519941751400239,0.17271623975595257,0.00782540179388394,-0.0067344986125229545,-0.0010909031813609027,5.821301582645289,46.457474810813984
hex_10000km2,372,192550.1667493342,938306.5152799869,359515.2210469685,1490371.9030762897,0.12919605257713843,0.6295787738236478,0.2412251735992137,-0.038268130733001254,-0.029149899928899048,0.06741803066190022,7.949112776523769,45.68075846793111
